series,origin,run_id,alert_id,notification_id,record_index,attempt,outcome,mode,latency_mode,talert_notification_ms,witness_multiplicity,payload_bytes,first_delivery,eligible_primary
supplemental,derived_ebe,c101_j7_scene_a_p1_c02_20260805T164116Z,39db47bc-dfd8-5f3b-a4be-810f533eca78,1846e65ce387267e,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c02_20260805T164702Z,4339713d-f847-5bc8-8396-10d13a51971c,fe0f1fb56351e761,0,1,delivered,live,live,51.17919921875,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c02_20260805T164956Z,bc599274-6087-59f6-a9c5-ddfbdce076bb,23ba84fe9be2c415,0,1,delivered,live,live,45.853515625,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c02_20260805T164956Z,38ce7a41-7064-5fdf-84d7-0722b1316e1e,f2bc71f62e198b62,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c03_20260805T164116Z,3be73403-0c9c-5056-b644-a96d8b069ab3,da7ca54610353514,0,1,delivered,live,live,44.006591796875,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c03_20260805T164703Z,f8aebfcd-3e04-52c7-b56f-3bd0646bd8fa,c6cc431b9054b959,0,1,delivered,live,live,45.69091796875,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c03_20260805T164956Z,dac3fe7c-23dd-52d7-b0fd-e4c3acb72443,9ad4e93d83569676,0,1,delivered,live,live,50.98828125,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c04_20260805T164117Z,932588fc-2870-57b5-a111-c75f452e0f97,8a2f7547dff77cd3,0,1,delivered,live,live,35.786376953125,1,1029,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c04_20260805T164704Z,1ca54daa-eac3-5853-b42a-3092c30ddde5,55295ae4457ff290,0,1,delivered,live,live,41.131103515625,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c04_20260805T164957Z,466886a5-3c83-505f-bd9b-941031b03daf,977da71a4a1b05d6,0,1,delivered,live,live,32.8828125,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c05_20260805T164117Z,8fd167c6-bcec-54f3-bab9-69b3f9f82cbd,ed6f561f20444470,0,1,delivered,live,live,39.65380859375,1,1029,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c05_20260805T164704Z,ed996dac-f3dc-5d46-bdbc-8ab03ae03331,3258db7949e5d3dd,0,1,delivered,live,live,32.558349609375,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c05_20260805T164957Z,90bd266d-ba41-54a0-8e13-cbb3caed8e16,513cdf5c71b01793,0,1,delivered,live,live,42.210205078125,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c06_20260805T164118Z,98e58e2b-3650-5940-ade3-7f8491024c16,5b685fc28b46fc9c,0,1,delivered,live,live,33.918701171875,1,1028,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c06_20260805T164705Z,f5301320-c251-52c2-babb-8e967315b4a7,0e3f35d34e26f7d4,0,1,delivered,live,live,45.154052734375,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c06_20260805T164958Z,e71c4065-7af8-5cab-ba34-361eb657c6fb,14ac77e53a1f3db6,0,1,delivered,live,live,46.4287109375,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c07_20260805T164119Z,10f5e8a0-c1ae-5595-8154-a76e38b80de0,5fa155972c1ee543,0,1,delivered,live,live,41.90771484375,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c07_20260805T164953Z,dd90e7fa-a033-5687-b909-fccc411656ea,3a2b03963705988b,0,1,delivered,live,live,49.2041015625,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c07_20260805T164958Z,7b78cb1e-0108-5c57-95d2-3b910213a785,bd704d6584257039,0,1,delivered,live,live,33.14697265625,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c08_20260805T164119Z,8a4a478b-f5d1-5898-bf4b-6416aa98abed,5a5062b8361b1ddc,0,1,delivered,live,live,44.488525390625,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c08_20260805T164119Z,e9df2ed6-7888-5287-ad6e-fba65f2d0cfa,97f5bf0b5d7ce147,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c08_20260805T164705Z,34736737-c4da-5450-a0d1-90499ce1040c,0a58befafd0eef45,0,1,delivered,live,live,31.43115234375,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c08_20260805T164705Z,c17c6496-8c27-58af-98a9-af352ea4efe0,09ec437a65b6022f,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c08_20260805T164959Z,9a110b75-22b3-56e9-a28d-4be256852ef0,8bfb9c59d8b45a6c,0,1,delivered,live,live,40.0234375,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c08_20260805T164959Z,79d364d4-585d-5649-ab25-5ad45c629f55,b41877ef94185114,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c09_20260805T164120Z,413eea2e-2925-5545-9dca-c8b687f16e23,c537e1dfdce3f908,0,1,delivered,live,live,35.327880859375,1,1029,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c09_20260805T164954Z,a077885c-794f-561c-bb9b-85c7a14131d3,84fca0ba66430f97,0,1,delivered,live,live,42.963134765625,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c09_20260805T165000Z,e58a3df8-e740-59c6-b47e-daf4f442289e,46e24fdc82a14498,0,1,delivered,live,live,32.224853515625,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c10_20260805T164120Z,2214ff8d-4207-5372-aae8-7fd60097e979,158299c47d5cfadf,0,1,delivered,live,live,44.631591796875,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c10_20260805T164706Z,08edde1a-bbf1-5d70-8647-1670d5ee3c6f,5607a7e45293f6e7,0,1,delivered,live,live,37.875732421875,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c10_20260805T165000Z,870f0cd2-c14e-502e-bc2b-4c0fbca17235,1c693f1506650ae4,0,1,delivered,live,live,42.994384765625,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c11_20260805T164121Z,28b84143-c132-56b1-a12b-09896213f174,df6710bb9399f694,0,1,delivered,live,live,33.48876953125,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c11_20260805T164706Z,7e9c5187-9e74-559f-aa08-e9278cee67e1,14217a46cf08eedc,0,1,delivered,live,live,46.37890625,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c11_20260805T165001Z,65ec42a1-ccd1-57a6-931b-c69b84d292d1,ae4852438fa805c0,0,1,delivered,live,live,34.039794921875,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c12_20260805T164122Z,7f6ade55-0fcc-5509-badf-83b2f5336f39,ff75a6b2cc68cae6,0,1,delivered,live,live,44.6982421875,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c12_20260805T164707Z,2746c3e7-ebc4-54a4-98c2-7fb73ee54699,22eda4906a83949a,0,1,delivered,live,live,33.91748046875,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p1_c12_20260805T165001Z,b162c6c2-68ca-5787-98c5-399d576e8f6e,460cc3fd0ec4222d,0,1,delivered,live,live,45.047119140625,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p2_c02_20260805T164123Z,d7acfd2d-9c7c-5c10-914d-b0009d31cc23,1fae16ecd84624dd,0,1,delivered,live,live,45.956298828125,1,1028,True,False
supplemental,derived_ebe,c101_j7_scene_a_p2_c02_20260805T164708Z,1c93b5c5-b00d-5689-adb5-e8c4d42f4656,37219c92693b7fc7,0,1,delivered,live,live,33.021484375,1,1025,True,False
supplemental,derived_ebe,c101_j7_scene_a_p2_c02_20260805T165002Z,3bdc9d41-7861-5ac9-a397-51ff4f816274,5b5d59db4fe44dca,0,1,delivered,live,live,43.03564453125,1,1026,True,False
supplemental,derived_ebe,c101_j7_scene_a_p2_c05_20260805T164124Z,04c34430-e985-5773-b9ee-e354e9c20413,0919ec29fea15a68,0,1,delivered,live,live,41.22412109375,1,1034,True,False
supplemental,derived_ebe,c101_j7_scene_a_p2_c05_20260805T164710Z,a07ff511-25b0-5af1-9928-2f6a4de5a730,f902b4009862eb70,0,1,delivered,live,live,43.93896484375,1,1034,True,False
supplemental,derived_ebe,c101_j7_scene_a_p2_c05_20260805T165004Z,17a32f49-b3e9-5c28-b6f8-c5e530e9b221,2a7744c9e5782cae,0,1,delivered,live,live,44.6220703125,1,1034,True,False
supplemental,derived_ebe,c101_j7_scene_a_p4_c01_20260805T164126Z,78f433f9-0443-57b8-bdea-4dcc41f46c42,f27cb3ccee95d98d,0,1,delivered,live,live,38.13525390625,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p4_c01_20260805T164711Z,58d78781-b10c-5254-b219-a0fc4b6972bc,62a93de0b4b08bce,0,1,delivered,live,live,100.121826171875,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p4_c01_20260805T165006Z,e7b5fbb4-b19b-5ee4-a976-3593caee5677,d373bc41ff00b9fd,0,1,delivered,live,live,53.4384765625,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p4_c02_20260805T164126Z,b33c8178-7395-5f9f-a0fa-0f20aa66366b,77201add09a834c8,0,1,delivered,live,live,43.502197265625,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p4_c02_20260805T164712Z,6ca381f2-2496-51b6-acbf-0b81e7759a42,d974044a3b37ee24,0,1,delivered,live,live,58.36865234375,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p4_c02_20260805T165006Z,09f9753f-f78f-5fd0-9e94-9ee0ba02b236,9c45025200a8de68,0,1,delivered,live,live,46.705078125,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c01_20260805T164128Z,c8d440ba-f746-5925-8d41-59d91b2d1b35,e9d2f7fced12f544,0,1,delivered,live,live,49.982177734375,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c01_20260805T164128Z,012d6656-d756-5fc8-897a-d4700559fe76,99e23010a8d70d1b,1,1,delivered,live,live,52.503662109375,1,1028,False,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c01_20260805T164128Z,9ea920f9-7c4c-57f5-9481-6dbd5d880fc7,6d4761e5299a74d9,2,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c01_20260805T164713Z,39fa099a-5b31-5257-b25c-947d2f7e3123,62f434f31a719864,0,1,delivered,live,live,55.75439453125,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c01_20260805T164713Z,f8345d62-82ac-51f6-b045-e7ff1400125e,ddbf289d9638dbb9,1,1,delivered,live,live,60.24365234375,1,1027,False,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c01_20260805T164713Z,ac70f2f9-57dc-5564-be9b-560933ab9c90,c9d27ea0cd8dda27,2,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c01_20260805T165008Z,c367f711-288e-58e4-985a-e1eb72b27b7d,c8f8b1c8d5824ac7,0,1,delivered,live,live,37.211181640625,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c01_20260805T165008Z,716571dd-e03c-5921-98d8-6e8fb945b8b3,6d7f1bdb78e1d315,1,1,delivered,live,live,40.14208984375,1,1144,False,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c02_20260805T164129Z,a78e691c-45c2-5dbe-9552-56fd464c542c,773a583acf503d27,0,1,delivered,live,live,51.26806640625,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c02_20260805T164714Z,4c367b5f-0df0-5724-8de7-0d7c3d6bdd2f,95ccf6872f881174,0,1,delivered,live,live,48.515869140625,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c02_20260805T164714Z,3230bec7-0dfe-5c69-b5f6-13f97f1faff8,55e5a293d44d7211,1,1,delivered,live,live,51.195556640625,1,1029,False,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c02_20260805T165008Z,141186e4-1b23-5ff9-9a31-40c113db355e,153fae819eae8f3b,0,1,delivered,live,live,43.881591796875,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p6_c02_20260805T165008Z,772e8f96-f58d-56ad-b467-31856cd972df,cc9a9d6b3a8fe582,1,1,delivered,live,live,46.186279296875,1,1029,False,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c01_20260805T164129Z,2fd9f139-6854-52a7-a45f-4219a6b49ba1,32ec2336f51d3d98,0,1,delivered,live,live,132.982177734375,1,1029,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c01_20260805T164715Z,c7488912-ba61-53ea-a948-81f9e6e8d227,7cc6246654c79deb,0,1,delivered,live,live,58.52587890625,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c01_20260805T165009Z,e152ca98-d56d-5e20-9773-6365631a93b9,e3ea97a1045d59a0,0,1,delivered,live,live,130.130859375,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c02_20260805T164130Z,8f12b166-ec72-5bc8-82a5-10beff4e9f5e,4d390f2044eecbc7,0,1,delivered,live,live,59.189697265625,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c02_20260805T164130Z,da2cece5-db3e-5fee-84dc-a9726f2b6b12,a0a7a20ca096e75d,1,1,delivered,live,live,62.705810546875,1,1028,False,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c02_20260805T164715Z,9f231f5f-3f39-5438-9a0e-945bd8935c8a,32586999e7996b8d,0,1,delivered,live,live,53.474853515625,1,1034,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c02_20260805T164715Z,272da848-dcc7-5996-9485-699bfd580fbc,091fcda45db9a9c3,1,1,delivered,live,live,59.406494140625,1,1026,False,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c02_20260805T165010Z,57986195-fd30-5fba-9e35-ff12b3dad5f8,117b656661b3db54,0,1,delivered,live,live,64.058837890625,1,1029,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c02_20260805T165010Z,fa96fef7-03bd-5c4c-82e7-4ef32ca5d295,73cd6e8d38b3ff0b,1,1,delivered,live,live,68.14990234375,1,1028,False,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c03_20260805T164130Z,5a20bc8c-ad2a-524e-8b56-0e2e344a0c6d,d8817a26cce7460d,0,1,delivered,live,live,59.745849609375,1,1029,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c03_20260805T164130Z,c74c2e3e-4c7e-50b4-bb79-120a378d6e30,7edb1bd66e6694aa,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c03_20260805T164130Z,1b9b609d-8884-5dc3-b7cb-66fe39388434,da8a66d201d5c290,2,1,delivered,live,live,63.45263671875,1,1028,False,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c03_20260805T164716Z,d3ffc32c-f74d-561d-b91c-69b5cca17856,5b086d4f76453ff4,0,1,delivered,live,live,48.18359375,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c03_20260805T164716Z,aada3cc3-eddc-58bc-82f0-1f409b6c3e39,a3f268b3bbda436e,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c03_20260805T164716Z,4b36c2a4-d2e8-5693-9d4c-9c34f733dc00,f7917aa06fc49955,2,1,delivered,live,live,52.457275390625,1,1028,False,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c03_20260805T165010Z,526c635a-0d3d-5e1f-8467-fa557ba2694e,12a968003d1228b5,0,1,delivered,live,live,55.7529296875,1,1033,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c03_20260805T165010Z,80b4f181-57a9-5645-9a9c-07c84c09ce8f,b2e9005334f37380,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c03_20260805T165010Z,75e7393a-13c5-5e08-b5be-1ba56cfe6782,6efb59eb45cab843,2,1,delivered,live,live,57.868408203125,1,1027,False,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c04_20260805T164131Z,43b59b7c-97a1-5885-b476-4eaa02182f73,f469097849943a1a,0,1,delivered,live,live,50.11865234375,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c04_20260805T164716Z,814c4fac-216e-50db-a35c-d598f9980570,3365dd4dc0fedd7b,0,1,delivered,live,live,45.484130859375,1,1029,True,False
supplemental,derived_ebe,c101_j7_scene_a_p7_c04_20260805T165011Z,d5ba4dca-4f30-5d29-ac88-cb2c4404f50b,a106ee1e30e8e324,0,1,delivered,live,live,50.016845703125,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p8_c01_20260805T164132Z,d5cbf79d-1a4f-524b-b0be-4e02c1d30065,49f0ef9e5f919f24,0,1,delivered,live,live,48.05126953125,1,1029,True,False
supplemental,derived_ebe,c101_j7_scene_a_p8_c01_20260805T164132Z,5dd74592-0b2e-5159-8cf1-8f53c4a2bc0d,a9319cdea1329d5a,1,1,delivered,live,live,50.858154296875,1,1028,False,False
supplemental,derived_ebe,c101_j7_scene_a_p8_c01_20260805T164717Z,55a88cbb-e77f-54a6-8351-898f8f102f94,97698d022de5be97,0,1,delivered,live,live,37.205322265625,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p8_c01_20260805T164717Z,a43d8c76-8df3-5126-a2ea-fcd7fcd3d8a0,d98d2d78bd001394,1,1,delivered,live,live,39.95556640625,1,1028,False,False
supplemental,derived_ebe,c101_j7_scene_a_p8_c01_20260805T165011Z,c8ca42d1-f1fd-5049-aded-31e466873e94,3b9230947a3413df,0,1,delivered,live,live,50.10888671875,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p8_c01_20260805T165011Z,2a58c5d8-1b7f-55c4-86d5-649902b88961,784d2213eac35193,1,1,delivered,live,live,52.07373046875,1,1028,False,False
supplemental,derived_ebe,c101_j7_scene_a_p8_c01_20260805T165011Z,ad984235-14fd-5048-a9d5-2a2512eb79ab,e16c9158ed3b0cb1,2,1,delivered,live,live,54.329833984375,1,1034,False,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c01_20260805T164132Z,99d91342-ddd0-5602-907b-3c6398126176,ec61a0ea57a4d642,0,1,delivered,live,live,55.107177734375,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c01_20260805T164717Z,65d865c6-0f92-58af-8087-f9b3218d8dbd,1665c311423fd3e9,0,1,delivered,live,live,80.11572265625,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c01_20260805T165012Z,e36da85b-dcde-56f3-a967-53bc2848dabf,aca3911499c9e835,0,1,delivered,live,live,112.2177734375,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c02_20260805T164133Z,ba61d87e-4c8e-56cd-87f9-d067d3fe194b,d9a7b98fb9eede20,0,1,delivered,live,live,59.462646484375,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c02_20260805T164718Z,09453c5e-a8d8-5fd8-85df-b9fea27514ff,224ab910e379de21,0,1,delivered,live,live,105.55322265625,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c02_20260805T165012Z,402e17c3-6eb8-5433-9c7f-e7f15d99ad37,2f8e6b9c94bce537,0,1,delivered,live,live,47.957275390625,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c03_20260805T164133Z,407ae6f6-9434-515e-94e2-2f0979a9fa44,cc0eff1014f6f204,0,1,delivered,live,live,41.866943359375,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c03_20260805T164719Z,4bdae489-f4c0-5aea-bbb1-db9154bb2b4c,cc1c817506b69c09,0,1,delivered,live,live,35.938720703125,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c03_20260805T165013Z,7153bd8a-651a-5b61-864a-59168a54a469,037d38247f0f5840,0,1,delivered,live,live,51.53515625,1,1028,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c06_20260805T164134Z,703f3623-2b0b-5b40-8f28-d84a038ddae1,789ac37307d61487,0,1,delivered,live,live,48.04833984375,1,1031,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c06_20260805T164719Z,a7e431b5-cdad-5130-b122-38209a754adc,d1eaaa47694d24a5,0,1,delivered,live,live,48.942626953125,1,1032,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c06_20260805T165013Z,f7eace35-233f-5886-84d3-2e8be780db3c,e529fa8ffd19e697,0,1,delivered,live,live,49.462158203125,1,1029,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c08_20260805T164134Z,d89c66a7-5a6a-5500-a4be-293c1add3166,f5f198bb0f515d54,0,1,delivered,live,live,56.857421875,1,1028,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c08_20260805T164720Z,71939821-b053-5b4c-bc00-1bde566da7a8,147d6863b8eb2c15,0,1,delivered,live,live,46.158203125,1,1030,True,False
supplemental,derived_ebe,c101_j7_scene_a_p9_c08_20260805T165014Z,7af10ad8-b462-508d-b776-9590566eb875,e5f221508493b596,0,1,delivered,live,live,34.812255859375,1,1029,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c02_20260805T164135Z,dd51d731-eb8b-5157-b279-e2c2b68558d7,6c7984b02106b4a1,0,1,delivered,live,live,41.86328125,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c02_20260805T164135Z,0292e6f7-f8c2-5784-8f76-dd1df806468c,dc255d8093f95c2b,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c02_20260805T164720Z,8beb4d6a-5267-5da7-8937-d98d9a33d55c,226a617ab882a24c,0,1,delivered,live,live,35.3330078125,1,1071,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c02_20260805T165014Z,de40e290-3050-5797-be0a-49d3f5a10807,c661fd86d5707b7a,0,1,delivered,live,live,41.41943359375,1,1069,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c02_20260805T165014Z,cc9b3d36-d5c9-52d0-a8d4-9deca5ed20c8,b36eae0a43908e96,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c03_20260805T164136Z,5831a685-b74f-58e9-bff1-16b8f950f2ab,72f373156e94378d,0,1,delivered,live,live,49.1455078125,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c03_20260805T164721Z,7c5c5ff9-e759-5455-a8d4-7f8b1b51873a,a23c4093381d8f5c,0,1,delivered,live,live,48.181640625,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c03_20260805T165015Z,bf837d41-0022-54f8-b8b7-823deb9dd579,89c9829a62bd62a6,0,1,delivered,live,live,47.14453125,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c04_20260805T164137Z,3673b0d7-624f-5535-8bcc-2d1ff1703bb4,ab1633ae5ccf1aa4,0,1,delivered,live,live,43.520263671875,1,1067,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c04_20260805T164721Z,86baa81b-f4f4-5136-965e-7aa78a5353f0,ad82b44e28965578,0,1,delivered,live,live,48.94384765625,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c04_20260805T165015Z,56ab9fdb-4d5a-52fa-894d-50866fcb8980,d6472795c783f9e3,0,1,delivered,live,live,39.697265625,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c04_20260805T165015Z,2a98803d-1e43-5ae3-8dce-22ca748b7c85,48f4c0c5c7fe117f,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c05_20260805T164137Z,564755d2-506e-5935-9b77-538fdbb95bc6,c6fadbb3057677ad,0,1,delivered,live,live,50.898681640625,1,1067,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c05_20260805T164722Z,2ae42a34-ea66-57e8-8419-f6d056cdd68c,a688c183dc695e2d,0,1,delivered,live,live,63.19189453125,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c05_20260805T165016Z,f159850f-cdf0-5e28-aa7f-1b287acae2b7,318874d2d4cd7226,0,1,delivered,live,live,50.255615234375,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c06_20260805T164138Z,89ce5d98-a53e-5b8e-83f3-e3463226980c,d71d459acf284583,0,1,delivered,live,live,64.351806640625,1,1066,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c06_20260805T164723Z,1db38c12-e143-5f17-8a0d-9ad289566dfc,24dbb8ae3405b8e3,0,1,delivered,live,live,119.75830078125,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c06_20260805T165017Z,90a4f9b5-b327-574a-8383-3e6dc5721901,660d4fe292404df5,0,1,delivered,live,live,63.054443359375,1,1069,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c06_20260805T165017Z,f63e1b9f-635d-5275-bff4-e581f620fd82,203f34b9ed94d2a0,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c07_20260805T164139Z,cf405180-78ab-5728-8208-6ffa02cf485e,119590e50a625f7a,0,1,delivered,live,live,42.46142578125,1,1071,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c07_20260805T164954Z,dd004e07-37aa-5d3c-812b-198dc01b4361,cec9eb3e9c7f4231,0,1,delivered,live,live,50.606689453125,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c07_20260805T165017Z,d29585be-2c59-5b34-9782-98fb4f168208,051fdc1df408e4f8,0,1,delivered,live,live,83.3662109375,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c08_20260805T164139Z,d525235a-e8db-5dd6-a402-13aa1e4d4695,e1afd3eb2a460df0,0,1,delivered,live,live,57.922607421875,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c08_20260805T164139Z,61a6aa62-b028-5613-9107-c05ec3963c25,d5427aad9f8089c1,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c08_20260805T164723Z,61a878e1-b4ff-5342-bdf5-51a71491c2f1,50d7ec0ecd81ef70,0,1,delivered,live,live,32.46435546875,1,1070,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c08_20260805T164723Z,77b6d55d-e07e-57b4-856f-b619889821b8,0b7ac90419765b93,1,0,suppressed_cooldown,live,,,0,,False,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c08_20260805T165018Z,284a84eb-6540-561e-883a-47e444c39e30,e585144dbd47d738,0,1,delivered,live,live,38.936767578125,1,1069,True,False
supplemental,derived_ebe,c101_j7_subject_a_p1_c08_20260805T165018Z,39a50ad7-ac26-5849-91b8-5a4a9343570c,f79fab163fdeb274,1,0,suppressed_cooldown,live,,,0,,False,False
